device_id,hostname_y,datetime,Jam,Hari,type_x,severity,hardware,message,os
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,3,,ifDescr: Jl Raya Ki Ageng Gribig Gg 2 No 45B -> gpon_1/5/3,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,3,,ifAlias: Jl Raya Ki Ageng Gribig Gg 2 No 45B -> gpon_1/5/3,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,3,,ifDescr: Pertigaan SMK6 -> gpon_1/5/10,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,3,,ifAlias: Pertigaan SMK6 -> gpon_1/5/10,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,3,,ifDescr: GG2 indomaret -> gpon_1/5/13,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,3,,ifAlias: GG2 indomaret -> gpon_1/5/13,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:35,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,3,,ifSpeed: 10 Gbps -> 0 bps,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,3,,ifSpeed: 10 Gbps -> 0 bps,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,3,,ifSpeed: 10 Gbps -> 0 bps,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,3,,ifSpeed: 10 Gbps -> 0 bps,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1600 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: ethernetCsmacd -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: down -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifOperStatus: up -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifMtu: 1500 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifType: gpon -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifPhysAddress: 000000000000 -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifConnectorPresent: false -> NULL,zxa10
17,10.246.3.70,2026-06-16 00:42:36,0,Tuesday,interface,4,,ifAdminStatus: up -> NULL,zxa10
